locus prob log10(PO) qval alpha fst
13322 0.011351 -1.9400 0.94416 -0.0094231 0.018241
13324 0.0099005 -2.0000 0.96399 -0.0068789 0.018258
13328 0.0080004 -2.0934 0.97913 -0.0016970 0.018334
13329 0.0084504 -2.0694 0.97695 -0.0028896 0.018311
13337 0.0094005 -2.0227 0.96969 -0.00066706 0.018363
13343 0.0078004 -2.1045 0.97994 0.00088199 0.018375
13347 0.0063003 -2.1979 0.98233 0.00081348 0.018359
13348 0.0088004 -2.0517 0.97463 0.0032236 0.018442
13352 0.013151 -1.8753 0.90405 0.010044 0.018664
13355 0.010551 -1.9721 0.95578 -0.0073865 0.018267
13357 0.0087504 -2.0542 0.97496 -0.0036019 0.018297
13358 0.0062503 -2.2014 0.98235 -0.0015488 0.018322
13361 0.0082504 -2.0799 0.97796 -0.0039893 0.018294
13364 0.0088504 -2.0492 0.97421 -0.0039228 0.018300
13377 0.012951 -1.8820 0.90861 -0.0092834 0.018234
13380 0.014651 -1.8277 0.86519 -0.012898 0.018202
13385 0.0063003 -2.1979 0.98233 -0.00031156 0.018346
13386 0.0088004 -2.0517 0.97463 -0.0036386 0.018306
13390 0.0075504 -2.1187 0.98070 -0.0021278 0.018321
13392 0.0077004 -2.1101 0.98024 0.0017947 0.018397
13399 0.0059503 -2.2229 0.98244 0.00062930 0.018362
13404 0.012501 -1.8976 0.92089 -0.0097588 0.018246
13406 0.012251 -1.9065 0.92601 -0.0099966 0.018229
13407 0.012051 -1.9137 0.93027 -0.010289 0.018230
13409 0.013001 -1.8804 0.90728 -0.010954 0.018220
13414 0.0072504 -2.1365 0.98140 0.0010764 0.018390
13420 0.0087004 -2.0567 0.97532 -0.0019811 0.018325
13423 0.013301 -1.8703 0.90055 -0.010360 0.018234
13428 0.0086504 -2.0592 0.97568 -0.0035912 0.018292
13429 0.011251 -1.9439 0.94594 -0.0054412 0.018285
1343 0.0068503 -2.1613 0.98196 0.0015807 0.018385
13439 0.011351 -1.9400 0.94416 -0.0071238 0.018264
1344 0.011751 -1.9248 0.93646 -0.0095361 0.018234
13440 0.010751 -1.9639 0.95276 -0.0089644 0.018235
13444 0.010201 -1.9869 0.96051 0.0066058 0.018542
13457 0.013551 -1.8621 0.89279 0.010277 0.018746
13460 0.016901 -1.7647 0.82556 0.014575 0.018895
13464 0.0090005 -2.0418 0.97300 -0.0050234 0.018284
13465 0.0088504 -2.0492 0.97421 -0.0013289 0.018345
13467 0.0090005 -2.0418 0.97300 -0.0022502 0.018330
13478 0.011651 -1.9286 0.93866 -0.0082679 0.018250
1348 0.0088004 -2.0517 0.97463 -0.0034205 0.018307
13481 0.011801 -1.9229 0.93543 0.0089115 0.018620
13486 0.098355 -0.96224 0.47463 0.15629 0.025170
13488 0.0078504 -2.1017 0.97975 0.00058371 0.018370
13497 0.0084004 -2.0720 0.97723 -0.0015228 0.018340
13512 0.0072004 -2.1395 0.98148 -0.0012148 0.018337
13519 0.010701 -1.9659 0.95348 -0.0059729 0.018279
13520 0.0097005 -2.0090 0.96618 -0.0060568 0.018273
13521 0.0086004 -2.0617 0.97604 -0.0018042 0.018344
13524 0.010151 -1.9891 0.96109 0.0052164 0.018499
13526 0.0076504 -2.1130 0.98043 -0.0019523 0.018322
13537 0.0096005 -2.0135 0.96758 0.0027851 0.018484
13547 0.010451 -1.9763 0.95715 0.0056581 0.018549
1355 0.0073004 -2.1335 0.98130 -0.00017415 0.018351
13556 0.0079004 -2.0989 0.97957 -0.0014572 0.018332
13557 0.010201 -1.9869 0.96051 -0.0059900 0.018278
13558 0.011001 -1.9538 0.94987 -0.0074015 0.018263
13563 0.010301 -1.9826 0.95924 -0.0044057 0.018298
13564 0.022801 -1.6320 0.76513 0.020648 0.019004
13565 0.012551 -1.8958 0.91965 -0.010334 0.018230
13566 0.0074504 -2.1246 0.98093 0.00042445 0.018374
13568 0.012451 -1.8994 0.92191 -0.010362 0.018225
13570 0.011201 -1.9459 0.94682 -0.0079548 0.018250
13572 0.010651 -1.9680 0.95432 -0.0080469 0.018246
13573 0.011251 -1.9439 0.94594 -0.0075009 0.018259
13575 0.0096005 -2.0135 0.96758 0.0022802 0.018448
13580 0.010101 -1.9912 0.96161 -0.0029541 0.018342
13581 0.012801 -1.8872 0.91328 -0.0097738 0.018237
13586 0.0075504 -2.1187 0.98070 -0.0025209 0.018310
13591 0.0096505 -2.0112 0.96693 -0.0025540 0.018349
1360 0.0094505 -2.0204 0.96918 -0.0022513 0.018335
13604 0.0080504 -2.0907 0.97894 0.00010412 0.018362
1361 0.0082004 -2.0826 0.97826 -0.0019875 0.018313
13619 0.0069003 -2.1581 0.98188 -0.0015285 0.018322
13625 0.0080504 -2.0907 0.97894 0.0011430 0.018373
13645 0.050703 -1.2724 0.58374 0.075912 0.021755
1365 0.0069003 -2.1581 0.98188 -0.0013343 0.018322
13660 0.0082004 -2.0826 0.97826 0.00017956 0.018374
13661 0.0090005 -2.0418 0.97300 -0.0030220 0.018317
13665 0.014151 -1.8430 0.87755 -0.010960 0.018222
13669 0.0085004 -2.0669 0.97666 -0.00054165 0.018349
13674 0.0086004 -2.0617 0.97604 0.00011692 0.018372
13678 0.012101 -1.9119 0.92913 -0.0067905 0.018286
13679 0.0073504 -2.1305 0.98119 -0.00038547 0.018340
13687 0.0080504 -2.0907 0.97894 -0.0018884 0.018326
13710 0.0063003 -2.1979 0.98233 0.00079863 0.018363
13712 0.0076504 -2.1130 0.98043 -0.00045688 0.018340
13719 0.012351 -1.9029 0.92368 -0.011419 0.018223
13720 0.012201 -1.9083 0.92680 -0.010016 0.018228
13721 0.0085504 -2.0643 0.97636 0.00066525 0.018400
13722 0.0084004 -2.0720 0.97723 -0.00082573 0.018338
13723 0.0092505 -2.0298 0.97114 -0.0037861 0.018306
13724 0.0089004 -2.0467 0.97382 -0.00031152 0.018361
13727 0.0070004 -2.1518 0.98177 0.00041986 0.018364
1373 0.0086504 -2.0592 0.97568 -0.00037499 0.018367
13730 0.0083004 -2.0773 0.97769 -0.0017500 0.018336
13734 0.0088004 -2.0517 0.97463 0.00084502 0.018396
13737 0.0086504 -2.0592 0.97568 0.00083150 0.018394
1374 0.0094005 -2.0227 0.96969 0.0040390 0.018490
13744 0.0090005 -2.0418 0.97300 -0.0051709 0.018280
13748 0.0087504 -2.0542 0.97496 0.0027385 0.018437
13750 0.0086004 -2.0617 0.97604 -0.0058151 0.018270
13752 0.010101 -1.9912 0.96161 -0.0071582 0.018264
13755 0.0089504 -2.0443 0.97341 0.0042723 0.018501
13756 0.0083004 -2.0773 0.97769 -0.0026114 0.018315
13757 0.0094505 -2.0204 0.96918 0.0014782 0.018420
13765 0.0080004 -2.0934 0.97913 -0.0044614 0.018283
13770 0.0085004 -2.0669 0.97666 -0.0043017 0.018288
13774 0.012401 -1.9011 0.92272 -0.010627 0.018231
13779 0.012151 -1.9101 0.92795 -0.0087142 0.018246
13780 0.0065003 -2.1842 0.98225 1.1386e-05 0.018352
13783 0.0086504 -2.0592 0.97568 0.0036093 0.018449
13787 0.011251 -1.9439 0.94594 0.0045208 0.018508
1379 0.0065503 -2.1809 0.98223 -0.0013716 0.018319
13792 0.011251 -1.9439 0.94594 0.0066861 0.018539
13794 0.0070504 -2.1487 0.98169 -0.00033220 0.018338
13797 0.0081004 -2.0880 0.97870 -0.0012559 0.018356
13800 0.0078004 -2.1045 0.97994 -0.0012257 0.018348
13802 0.0078504 -2.1017 0.97975 0.0035103 0.018463
13807 0.013151 -1.8753 0.90405 -0.010624 0.018230
13811 0.010151 -1.9891 0.96109 -0.00012175 0.018390
13819 0.0088004 -2.0517 0.97463 -0.0041511 0.018293
1382 0.0081004 -2.0880 0.97870 -0.0029755 0.018317
13820 0.0072004 -2.1395 0.98148 4.0383e-05 0.018371
13826 0.0073504 -2.1305 0.98119 -0.0030361 0.018307
13827 0.010701 -1.9659 0.95348 -0.0036035 0.018316
13828 0.0097005 -2.0090 0.96618 -0.0043484 0.018298
13829 0.012051 -1.9137 0.93027 -0.0066084 0.018281
1383 0.010301 -1.9826 0.95924 -0.0075719 0.018258
13830 0.0068003 -2.1645 0.98201 0.00068710 0.018369
13831 0.0088004 -2.0517 0.97463 0.0018983 0.018418
13835 0.010001 -1.9956 0.96269 -0.0052856 0.018286
13839 0.011751 -1.9248 0.93646 -0.0069874 0.018294
13841 0.0078504 -2.1017 0.97975 0.0029015 0.018413
13843 0.0088004 -2.0517 0.97463 0.00065543 0.018410
13845 0.0098505 -2.0022 0.96440 -0.0056662 0.018285
13846 0.0080504 -2.0907 0.97894 0.0015797 0.018406
13849 0.0084504 -2.0694 0.97695 0.00088941 0.018396
13852 0.0069503 -2.1550 0.98182 -9.8138e-05 0.018345
13854 0.0087004 -2.0567 0.97532 -0.0034917 0.018301
13855 0.0076504 -2.1130 0.98043 -0.0029339 0.018312
13863 0.0088504 -2.0492 0.97421 -0.0039970 0.018294
13865 0.0068503 -2.1613 0.98196 0.00072127 0.018355
13867 0.0059003 -2.2266 0.98245 -0.0011572 0.018319
13873 0.0087004 -2.0567 0.97532 -0.0018469 0.018333
13877 0.0083004 -2.0773 0.97769 0.0033073 0.018450
13879 0.0094505 -2.0204 0.96918 0.0046145 0.018498
13881 0.0068503 -2.1613 0.98196 0.0026171 0.018413
13887 0.0075004 -2.1216 0.98082 0.00049074 0.018379
13898 0.012301 -1.9047 0.92503 0.0085697 0.018611
13900 0.010801 -1.9618 0.95179 -0.0075663 0.018266
13907 0.011301 -1.9420 0.94497 -0.0096586 0.018232
13916 0.0088004 -2.0517 0.97463 -0.0054177 0.018273
13917 0.0089504 -2.0443 0.97341 -0.0022744 0.018331
1392 0.010251 -1.9848 0.95972 -0.0050725 0.018288
13920 0.0076004 -2.1159 0.98057 0.0015630 0.018406
13921 0.0083504 -2.0747 0.97747 0.00077429 0.018384
13922 0.0086004 -2.0617 0.97604 -0.0032097 0.018305
13931 0.0084504 -2.0694 0.97695 0.00040045 0.018398
13932 0.0074004 -2.1275 0.98105 0.0014276 0.018380
13934 0.0090005 -2.0418 0.97300 -0.0042319 0.018302
13936 0.0066503 -2.1743 0.98215 0.00071569 0.018370
13941 0.0074004 -2.1275 0.98105 -0.00052633 0.018356
13942 0.018301 -1.7295 0.81263 0.018601 0.019013
13948 0.0099005 -2.0000 0.96399 -0.0027458 0.018330
13949 0.0071504 -2.1426 0.98155 0.00035214 0.018358
13955 0.0095005 -2.0181 0.96854 -0.0047644 0.018288
13962 0.0096505 -2.0112 0.96693 -0.0054180 0.018280
13972 0.0061003 -2.2120 0.98241 0.0014543 0.018372
13974 0.013251 -1.8720 0.90180 0.0088940 0.018592
1398 0.011951 -1.9174 0.93203 -0.0087051 0.018241
13989 0.0075504 -2.1187 0.98070 -0.0010563 0.018331
14000 0.0079004 -2.0989 0.97957 -0.0020559 0.018317
14009 0.026651 -1.5625 0.72262 0.030043 0.019476
1401 0.0079504 -2.0961 0.97936 -0.0011160 0.018352
14016 0.0091505 -2.0346 0.97181 -0.0017745 0.018331
14019 0.0061003 -2.2120 0.98241 -0.00031320 0.018340
1402 0.0073504 -2.1305 0.98119 -0.00098916 0.018333
14022 0.0083004 -2.0773 0.97769 0.0010147 0.018394
14023 0.015551 -1.8014 0.84607 -0.015817 0.018180
14025 0.0085504 -2.0643 0.97636 -0.0041879 0.018297
14026 0.0073504 -2.1305 0.98119 -0.0019081 0.018319
14027 0.015751 -1.7958 0.84352 0.011825 0.018812
14034 0.0079004 -2.0989 0.97957 -0.0011320 0.018349
14036 0.011451 -1.9362 0.94233 -0.0073274 0.018258
14037 0.0086504 -2.0592 0.97568 0.0024319 0.018439
14041 0.0088504 -2.0492 0.97421 -0.00068096 0.018374
14042 0.0072504 -2.1365 0.98140 -0.0011137 0.018336
14044 0.0076004 -2.1159 0.98057 0.0017638 0.018402
14047 0.0068503 -2.1613 0.98196 -0.0014548 0.018328
1405 0.0092005 -2.0322 0.97154 0.0039093 0.018494
14054 0.0096005 -2.0135 0.96758 -0.0041580 0.018296
14055 0.0095005 -2.0181 0.96854 0.0031516 0.018461
14056 0.0082504 -2.0799 0.97796 -0.0013936 0.018328
14059 0.0083504 -2.0747 0.97747 -0.0010435 0.018337
1406 0.0074004 -2.1275 0.98105 -8.0041e-05 0.018346
14066 0.0086004 -2.0617 0.97604 -0.00029638 0.018359
14074 0.0078504 -2.1017 0.97975 0.0023281 0.018415
14078 0.11781 -0.87440 0.44818 0.14484 0.023455
14079 0.012901 -1.8837 0.91052 0.0098214 0.018670
14083 0.0086004 -2.0617 0.97604 -0.00096038 0.018360
14090 0.0078504 -2.1017 0.97975 -0.0028868 0.018305
14097 0.011251 -1.9439 0.94594 -0.0093426 0.018238
14099 0.0088504 -2.0492 0.97421 -0.0036382 0.018302
141 0.014701 -1.8262 0.86361 0.010665 0.018737
14100 0.011901 -1.9192 0.93350 -0.0095830 0.018236
14105 0.015351 -1.8072 0.85244 -0.013188 0.018212
14108 0.0086004 -2.0617 0.97604 0.00016609 0.018391
14109 0.024701 -1.5964 0.74988 0.023748 0.019160
14111 0.011251 -1.9439 0.94594 -0.0081425 0.018249
14114 0.011501 -1.9343 0.94148 -0.0082929 0.018252
14117 0.010551 -1.9721 0.95578 0.0056496 0.018510
14119 0.0072504 -2.1365 0.98140 -0.00025716 0.018349
14124 0.0090005 -2.0418 0.97300 0.0024016 0.018450
14125 0.0077504 -2.1073 0.98009 0.0019429 0.018387
14135 0.010151 -1.9891 0.96109 -0.0043980 0.018294
14138 0.011951 -1.9174 0.93203 -0.0081844 0.018256
14139 0.0064003 -2.1910 0.98229 -0.00014270 0.018343
14154 0.0083004 -2.0773 0.97769 -0.0023747 0.018320
14155 0.011251 -1.9439 0.94594 -0.0068193 0.018266
14163 0.014551 -1.8307 0.86673 -0.012431 0.018210
14166 0.0083004 -2.0773 0.97769 0.0032871 0.018426
14168 0.0089004 -2.0467 0.97382 -0.0044198 0.018294
14170 0.0089504 -2.0443 0.97341 0.0038575 0.018447
14174 0.0080504 -2.0907 0.97894 -0.00090756 0.018335
14183 0.010201 -1.9869 0.96051 -0.0059903 0.018276
14185 0.012501 -1.8976 0.92089 -0.010512 0.018223
14188 0.011651 -1.9286 0.93866 -0.0070347 0.018268
14191 0.0093005 -2.0274 0.97060 0.0029015 0.018468
14193 0.0087504 -2.0542 0.97496 -0.0034787 0.018329
14197 0.0087504 -2.0542 0.97496 0.0013845 0.018405
14198 0.0088004 -2.0517 0.97463 -0.0011140 0.018363
14201 0.0079004 -2.0989 0.97957 0.0021585 0.018417
14202 0.0094505 -2.0204 0.96918 -0.0030709 0.018318
14204 0.0093505 -2.0251 0.97016 -0.0064815 0.018266
14205 0.0092505 -2.0298 0.97114 0.0024933 0.018453
14207 0.0087504 -2.0542 0.97496 0.0041650 0.018456
14212 0.010301 -1.9826 0.95924 -0.0037629 0.018311
14216 0.0089504 -2.0443 0.97341 -0.0011562 0.018371
14223 0.36577 -0.23904 0.19811 0.59858 0.044637
14225 0.011701 -1.9267 0.93745 -0.0073399 0.018261
14228 0.011551 -1.9324 0.94040 0.0053475 0.018533
1423 0.0092005 -2.0322 0.97154 0.0036342 0.018454
14233 0.016051 -1.7875 0.83815 0.012821 0.018743
14249 0.0083504 -2.0747 0.97747 -0.0032506 0.018306
14250 0.0080504 -2.0907 0.97894 0.0023190 0.018442
14256 0.0070504 -2.1487 0.98169 0.00044923 0.018360
14259 0.0063003 -2.1979 0.98233 0.00014281 0.018350
14260 0.0085504 -2.0643 0.97636 0.00095902 0.018391
14266 0.0075004 -2.1216 0.98082 -0.00017605 0.018354
14271 0.0075004 -2.1216 0.98082 0.00073367 0.018385
14276 0.0073504 -2.1305 0.98119 -0.0019514 0.018316
14278 0.0082504 -2.0799 0.97796 -0.0013097 0.018350
1428 0.0092505 -2.0298 0.97114 -0.00095792 0.018367
14291 0.0090505 -2.0394 0.97261 -0.0049253 0.018294
14295 0.0089504 -2.0443 0.97341 0.0049919 0.018479
14309 0.0086504 -2.0592 0.97568 0.0042273 0.018468
14314 0.0082004 -2.0826 0.97826 -0.0021576 0.018329
14316 0.96980 1.5067 0.0075929 1.3750 0.071925
14318 0.013101 -1.8770 0.90491 0.0089099 0.018681
14321 0.0090505 -2.0394 0.97261 0.0046908 0.018471
14326 0.012701 -1.8906 0.91629 -0.0095215 0.018233
14327 0.0071504 -2.1426 0.98155 -0.0015630 0.018321
14328 0.010001 -1.9956 0.96269 -0.0043590 0.018302
14329 0.010151 -1.9891 0.96109 -0.0039373 0.018306
14331 0.0085004 -2.0669 0.97666 -0.0018716 0.018334
14333 0.0096005 -2.0135 0.96758 -0.0049551 0.018288
14336 0.014701 -1.8262 0.86361 -0.011842 0.018213
14338 0.0072004 -2.1395 0.98148 9.8256e-05 0.018370
14343 0.0082504 -2.0799 0.97796 -6.3082e-05 0.018367
14344 0.0096005 -2.0135 0.96758 -0.0038898 0.018322
14346 0.0099505 -1.9978 0.96333 -0.0052905 0.018281
14368 0.0074504 -2.1246 0.98093 -0.0027699 0.018306
14370 0.010651 -1.9680 0.95432 -0.0052345 0.018297
14382 0.0084504 -2.0694 0.97695 -0.0038244 0.018300
1439 0.011301 -1.9420 0.94497 -0.0081992 0.018256
14391 0.0081504 -2.0853 0.97848 -0.00082538 0.018348
14399 0.018951 -1.7141 0.80115 0.016159 0.018848
144 0.0073004 -2.1335 0.98130 -0.00075984 0.018336
14400 0.0088004 -2.0517 0.97463 -0.0029722 0.018315
14411 0.0082004 -2.0826 0.97826 -0.0014135 0.018337
14412 0.0095505 -2.0158 0.96805 -0.0027738 0.018319
14422 0.0096005 -2.0135 0.96758 -0.0014054 0.018374
14423 0.011201 -1.9459 0.94682 -0.0069665 0.018261
14426 0.010701 -1.9659 0.95348 -0.0067469 0.018264
14431 0.0061503 -2.2084 0.98238 0.0010889 0.018371
14432 0.011101 -1.9498 0.94806 -0.0082858 0.018260
14434 0.0066003 -2.1776 0.98219 3.7662e-05 0.018348
14436 0.0094005 -2.0227 0.96969 -0.0059492 0.018276
14440 0.012701 -1.8906 0.91629 -0.0083268 0.018253
14444 0.010751 -1.9639 0.95276 -0.0069452 0.018261
14447 0.0075504 -2.1187 0.98070 -0.00066369 0.018344
14448 0.0079004 -2.0989 0.97957 -0.00065067 0.018358
1445 0.0094505 -2.0204 0.96918 -0.00029138 0.018368
14460 0.0066003 -2.1776 0.98219 -0.0020261 0.018313
14463 0.010551 -1.9721 0.95578 -0.0063506 0.018282
14467 0.0068503 -2.1613 0.98196 5.6031e-05 0.018352
14471 0.0071004 -2.1456 0.98163 -0.0021257 0.018317
14474 0.0095005 -2.0181 0.96854 -0.0038885 0.018319
14475 0.0067003 -2.1710 0.98210 0.0017313 0.018392
14476 0.010751 -1.9639 0.95276 -0.0071539 0.018262
14478 0.0084504 -2.0694 0.97695 -0.0039941 0.018292
14479 0.010001 -1.9956 0.96269 -0.0055102 0.018278
14488 0.0095005 -2.0181 0.96854 -0.0062743 0.018271
14496 0.0085004 -2.0669 0.97666 -0.0029171 0.018315
14499 0.010651 -1.9680 0.95432 -0.0063719 0.018269
14504 0.0076504 -2.1130 0.98043 -0.0030564 0.018310
14506 0.0075504 -2.1187 0.98070 -0.00082199 0.018345
14515 0.035302 -1.4366 0.65767 0.040548 0.019816
14518 0.0069003 -2.1581 0.98188 0.00050650 0.018364
1452 0.014951 -1.8188 0.85826 -0.012824 0.018207
14523 0.0067503 -2.1677 0.98206 -0.00066882 0.018336
14525 0.0084504 -2.0694 0.97695 -0.0043050 0.018290
14526 0.0080504 -2.0907 0.97894 0.0027621 0.018437
14528 0.0081004 -2.0880 0.97870 -0.0016036 0.018328
1453 0.0097005 -2.0090 0.96618 -0.0018158 0.018372
14530 0.0097005 -2.0090 0.96618 -0.0049829 0.018283
14531 0.0075004 -2.1216 0.98082 0.0011516 0.018385
14534 0.0075504 -2.1187 0.98070 -0.00016816 0.018361
14539 0.015451 -1.8043 0.85012 0.012038 0.018708
14542 0.0076504 -2.1130 0.98043 -0.0015125 0.018338
14546 1.0000 1000.0 0.0000 1.8049 0.10115
1455 0.0082004 -2.0826 0.97826 -0.0021039 0.018325
14551 0.0098005 -2.0045 0.96493 -0.0032765 0.018330
14555 0.010101 -1.9912 0.96161 0.0044526 0.018502
14557 0.012451 -1.8994 0.92191 -0.0090407 0.018245
14558 0.0098505 -2.0022 0.96440 -0.0057202 0.018273
14564 0.010451 -1.9763 0.95715 -0.0067973 0.018265
14565 0.011901 -1.9192 0.93350 -0.0082930 0.018249
14572 0.0085004 -2.0669 0.97666 -0.0028269 0.018314
14579 0.0068503 -2.1613 0.98196 -0.0022220 0.018316
14587 0.0074504 -2.1246 0.98093 0.0020364 0.018409
14589 0.0088504 -2.0492 0.97421 -0.0029125 0.018314
1459 0.0099505 -1.9978 0.96333 -0.0065679 0.018269
14590 0.010551 -1.9721 0.95578 0.0053655 0.018516
14594 0.011801 -1.9229 0.93543 -0.0090566 0.018244
14596 0.0084004 -2.0720 0.97723 -0.0041200 0.018289
146 0.0093005 -2.0274 0.97060 0.0010950 0.018411
14612 0.011701 -1.9267 0.93745 0.010421 0.018706
14618 0.0080004 -2.0934 0.97913 -0.0021408 0.018321
14622 0.011101 -1.9498 0.94806 -0.0073280 0.018251
14623 0.0078004 -2.1045 0.97994 -0.0027490 0.018312
14625 0.010401 -1.9784 0.95800 0.0058907 0.018510
14629 0.0085004 -2.0669 0.97666 -0.0034467 0.018302
1463 0.0096005 -2.0135 0.96758 -0.0050370 0.018290
14635 0.049252 -1.2856 0.58705 0.062869 0.020793
14638 0.010401 -1.9784 0.95800 -0.0057365 0.018284
1464 0.0089504 -2.0443 0.97341 -0.0046290 0.018295
14642 0.011551 -1.9324 0.94040 -0.0085743 0.018246
14648 0.0076504 -2.1130 0.98043 -0.00017226 0.018372
14649 0.010001 -1.9956 0.96269 -0.0063601 0.018271
14654 0.0095505 -2.0158 0.96805 0.0015363 0.018434
14662 0.011501 -1.9343 0.94148 -0.0081289 0.018255
14665 0.0078504 -2.1017 0.97975 -0.0029414 0.018305
14666 0.0079504 -2.0961 0.97936 0.00085919 0.018370
14669 0.0091005 -2.0370 0.97221 0.00029297 0.018416
14672 0.012351 -1.9029 0.92368 -0.010631 0.018226
14673 0.010551 -1.9721 0.95578 -0.0074371 0.018258
14679 0.0080504 -2.0907 0.97894 -0.00013054 0.018365
14686 0.0097005 -2.0090 0.96618 -0.0049104 0.018284
14690 0.0083504 -2.0747 0.97747 -0.0030821 0.018300
147 0.0083504 -2.0747 0.97747 -0.0024168 0.018323
1470 0.0097505 -2.0067 0.96554 -0.0040572 0.018305
14700 0.0096005 -2.0135 0.96758 0.0025366 0.018456
14703 0.010201 -1.9869 0.96051 -0.0066778 0.018267
14704 0.0092505 -2.0298 0.97114 -0.0035725 0.018310
14710 0.0090505 -2.0394 0.97261 0.0045907 0.018462
14712 0.012401 -1.9011 0.92272 -0.011169 0.018224
14715 0.017701 -1.7442 0.81934 0.017081 0.018936
14716 0.0095005 -2.0181 0.96854 -0.00018246 0.018431
14721 0.0085504 -2.0643 0.97636 -0.0024751 0.018317
14724 0.010601 -1.9700 0.95506 0.0050947 0.018505
14725 0.0090005 -2.0418 0.97300 0.0052991 0.018488
1473 0.0092005 -2.0322 0.97154 -0.00096347 0.018379
14735 0.0082504 -2.0799 0.97796 -0.0015692 0.018338
14741 0.0064003 -2.1910 0.98229 0.00087611 0.018369
14747 0.0096505 -2.0112 0.96693 -0.0059874 0.018275
14756 0.0070504 -2.1487 0.98169 -0.0012525 0.018338
14759 0.0088004 -2.0517 0.97463 -0.0034306 0.018303
14762 0.010001 -1.9956 0.96269 -0.0036051 0.018313
14765 0.0070004 -2.1518 0.98177 0.0018382 0.018405
14766 0.0088504 -2.0492 0.97421 -0.0016714 0.018340
14778 0.0091005 -2.0370 0.97221 -0.0041671 0.018305
14779 0.0089004 -2.0467 0.97382 0.00011389 0.018388
14780 0.0065503 -2.1809 0.98223 -0.00062636 0.018330
14781 0.0093505 -2.0251 0.97016 -0.0034568 0.018325
14782 0.0087504 -2.0542 0.97496 -0.0026785 0.018321
14783 0.018401 -1.7271 0.80941 0.018571 0.019022
14784 0.0097505 -2.0067 0.96554 -0.0033295 0.018319
14789 0.011251 -1.9439 0.94594 -0.0075198 0.018252
14797 0.011851 -1.9211 0.93436 -0.010044 0.018228
148 0.0093005 -2.0274 0.97060 -0.0067181 0.018265
14817 0.0087004 -2.0567 0.97532 -0.0032987 0.018301
14819 0.0090505 -2.0394 0.97261 -0.0043083 0.018295
14822 0.0075004 -2.1216 0.98082 -0.00028188 0.018343
14841 0.0081004 -2.0880 0.97870 -0.0032142 0.018312
14844 0.010051 -1.9934 0.96214 -0.0052657 0.018283
14845 0.066303 -1.1487 0.51364 0.079757 0.021185
14848 0.0082004 -2.0826 0.97826 -0.0031655 0.018308
1485 0.0084004 -2.0720 0.97723 -0.00056218 0.018364
14852 0.0098505 -2.0022 0.96440 -0.0049930 0.018291
14853 0.0066503 -2.1743 0.98215 0.0017996 0.018391
14854 0.0091505 -2.0346 0.97181 -0.0043851 0.018298
14855 0.0092505 -2.0298 0.97114 -0.0061636 0.018269
14861 0.0087504 -2.0542 0.97496 -0.0035630 0.018303
14871 0.0079504 -2.0961 0.97936 0.0027362 0.018428
14872 0.0093005 -2.0274 0.97060 0.0013913 0.018411
14873 0.0095505 -2.0158 0.96805 -0.0034210 0.018329
14874 0.0089504 -2.0443 0.97341 -0.00016503 0.018402
14875 0.0062503 -2.2014 0.98235 0.00072452 0.018364
14876 0.0083504 -2.0747 0.97747 -0.0019333 0.018336
14883 0.0068503 -2.1613 0.98196 0.00032755 0.018346
14884 0.011901 -1.9192 0.93350 -0.0082085 0.018252
14885 0.011551 -1.9324 0.94040 -0.0060650 0.018290
14899 0.024101 -1.6074 0.75332 0.024424 0.019204
1490 0.012901 -1.8837 0.91052 -0.0094400 0.018236
14901 0.0073504 -2.1305 0.98119 -0.0025902 0.018310
14903 0.0088504 -2.0492 0.97421 -0.0039753 0.018303
14904 0.0083504 -2.0747 0.97747 -0.0011503 0.018362
1491 0.0094505 -2.0204 0.96918 -0.0044367 0.018297
14918 0.0091005 -2.0370 0.97221 -0.0039884 0.018293
14927 0.010101 -1.9912 0.96161 0.0065563 0.018528
14931 0.011001 -1.9538 0.94987 -0.0080801 0.018246
14938 0.0088504 -2.0492 0.97421 0.0036828 0.018453
14943 0.0095505 -2.0158 0.96805 0.0044665 0.018456
14945 0.0083504 -2.0747 0.97747 -0.0032403 0.018304
14948 0.0089504 -2.0443 0.97341 -0.0038261 0.018297
14956 0.0078004 -2.1045 0.97994 -0.0017206 0.018336
14973 0.0089004 -2.0467 0.97382 -0.0024237 0.018326
14976 0.0076504 -2.1130 0.98043 0.00045646 0.018366
14980 0.028451 -1.5334 0.70565 0.028818 0.019308
14985 0.010801 -1.9618 0.95179 -0.0066301 0.018266
14991 0.018051 -1.7356 0.81513 0.017084 0.018952
14993 0.0089504 -2.0443 0.97341 -0.0038598 0.018301
14999 0.0074004 -2.1275 0.98105 0.00033770 0.018369
15002 0.0089004 -2.0467 0.97382 0.0028772 0.018443
15007 0.0096505 -2.0112 0.96693 0.0039282 0.018454
15009 0.0083504 -2.0747 0.97747 -0.0024301 0.018331
15016 0.0072004 -2.1395 0.98148 -0.00077086 0.018343
15019 0.0092505 -2.0298 0.97114 -0.0043024 0.018291
15024 0.0097505 -2.0067 0.96554 -0.0040618 0.018299
15025 0.013301 -1.8703 0.90055 -0.010868 0.018222
15032 0.011001 -1.9538 0.94987 0.0066526 0.018548
15033 0.010851 -1.9598 0.95115 0.0054527 0.018556
15034 0.0084004 -2.0720 0.97723 -0.0016461 0.018337
15035 0.0087004 -2.0567 0.97532 -0.0021216 0.018324
